src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.0.101,192.168.0.1,60604,53,17,2024-08-14 11:20:19,2866.0,72575.01744591765,697.8367062107467,348.91835310537334,348.91835310537334,1,1,79,129,79.0,79.0,79.0,0.0,129.0,129.0,129.0,0.0,129,79,104.0,25.0,625.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,104.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,129.0,0,1,1,79,129
192.168.0.101,74.125.200.84,56387,443,17,2024-08-14 11:20:19,179269.0,95102.89007022965,156.18985993116488,83.67313924883834,72.51672068232655,15,13,9165,7884,1292.0,73.0,611.0,573.4936210049187,1292.0,64.0,606.4615384615385,539.6030756861387,1292,64,608.8928571428571,558.0193506172212,311385.5956632653,120,104,8,15,6639.592592592592,76997.0,0.0,16057.279404402734,179269.0,77671.0,14.0,12804.92857142857,23381.68599097619,96368.0,53932.0,0.0,8030.666666666667,15497.939466981481,0,0,0,0,1,0,0,0,0,0,0,0.8666666666666667,608.8928571428571,0,0,76806.0,14.0,30838.0,33128.62174414545,76983.0,15737.0,40026.0,26559.703775958547,8296.0,9.0,5058.0,7.0,18811791.383219954,17501730.103806227,611.0,606.4615384615385,0,15,13,9165,7884
192.168.0.101,192.168.0.1,51147,53,17,2024-08-14 11:20:19,3612.0,52048.726467331115,553.7098560354374,276.8549280177187,276.8549280177187,1,1,86,102,86.0,86.0,86.0,0.0,102.0,102.0,102.0,0.0,102,86,94.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,94.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,102.0,0,1,1,86,102
192.168.0.101,192.168.0.1,58327,53,17,2024-08-14 11:20:19,3491.0,65597.25007161271,572.9017473503294,286.4508736751647,286.4508736751647,1,1,86,143,86.0,86.0,86.0,0.0,143.0,143.0,143.0,0.0,143,86,114.5,28.5,812.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,114.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,143.0,0,1,1,86,143
192.168.0.101,142.251.42.14,62985,443,17,2024-08-14 11:20:19,630182.0,48124.19269353933,95.21058995655223,42.8447654804485,52.365824476103725,27,33,6911,23416,1292.0,72.0,255.96296296296296,378.0285587371019,1292.0,63.0,709.5757575757576,554.7860100868284,1292,63,505.45,533.4017068151669,284517.3808333333,216,264,8,27,10681.050847457627,184237.0,0.0,28631.650978891797,605727.0,184237.0,17.0,23297.19230769231,42356.98823554496,610668.0,222357.0,0.0,19083.375,43994.004376129196,0,0,0,0,1,0,0,0,0,0,0,1.2222222222222223,505.45,0,0,183734.0,47.0,45719.333333333336,56516.167553089515,179878.0,18577.0,46756.0,49417.86922966226,1774.5,5.5,4958.5,7.0,6500000.0,0.0,255.96296296296296,709.5757575757576,0,27,33,6911,23416
192.168.0.101,192.168.0.1,53672,53,17,2024-08-14 11:20:19,4557.0,47180.16238753566,438.8852315119596,219.4426157559798,219.4426157559798,1,1,85,130,85.0,85.0,85.0,0.0,130.0,130.0,130.0,0.0,130,85,107.5,22.5,506.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,107.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,130.0,0,1,1,85,130
192.168.0.101,192.168.0.1,55698,53,17,2024-08-14 11:20:19,4417.0,57957.88997056826,452.79601539506456,226.39800769753228,226.39800769753228,1,1,85,171,85.0,85.0,85.0,0.0,171.0,171.0,171.0,0.0,171,85,128.0,43.0,1849.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,128.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,171.0,0,1,1,85,171
192.168.0.101,142.250.183.193,53110,443,17,2024-08-14 11:20:19,182464.0,100924.01788846019,147.97439494914067,65.76639775517363,82.20799719396703,12,15,6333,12082,1292.0,73.0,527.75,555.1399410659142,1292.0,64.0,805.4666666666667,558.1537263355161,1292,64,682.0370370370371,573.6618878670788,329087.96159122087,96,120,8,12,7017.846153846154,39894.0,0.0,11974.241076617203,167759.0,56478.0,18.0,15250.818181818182,21000.595328436768,163748.0,66103.0,0.0,11696.285714285714,19234.577285371746,0,0,0,0,1,0,0,0,0,0,0,1.25,682.0370370370371,0,0,39831.0,131.0,23946.75,16523.77360615607,23745.0,7171.0,13778.75,5310.899776638606,4341.0,5.0,4403.5,5.5,3259009.009009009,220760.01403719856,527.75,805.4666666666667,0,12,15,6333,12082
192.168.0.101,192.168.0.1,50388,53,17,2024-08-14 11:20:20,3270.0,83180.42813455658,611.6207951070337,305.81039755351685,305.81039755351685,1,1,80,192,80.0,80.0,80.0,0.0,192.0,192.0,192.0,0.0,192,80,136.0,56.0,3136.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,136.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,192.0,0,1,1,80,192
192.168.0.101,203.192.234.139,58154,443,6,2024-08-14 11:20:20,92026.0,72631.64757785843,271.66235629061356,119.53143676786995,152.13091952274357,11,14,1206,5478,348.0,54.0,109.63636363636364,85.02221391791755,1494.0,54.0,391.2857142857143,515.5127029848785,1494,54,267.36,414.18419863630714,171548.55039999995,220,280,20,5,3834.4166666666665,24224.0,0.0,7257.3297942876725,92026.0,27874.0,111.0,9202.6,9811.714031707203,72206.0,32772.0,0.0,5554.307692307692,10801.678803882685,0,0,0,0,1,0,0,0,0,0,0,1.2727272727272727,267.36,64240,501,24113.0,16597.0,21195.333333333332,3290.495842405653,23057.0,5122.0,17250.0,7099.838977047297,0.0,0.0,812.0,5.0,0.0,0.0,109.63636363636364,391.2857142857143,0,11,14,1206,5478
192.168.0.101,192.168.0.1,57069,53,17,2024-08-14 11:20:20,3655.0,88098.49521203831,547.1956224350206,273.5978112175103,273.5978112175103,1,1,96,226,96.0,96.0,96.0,0.0,226.0,226.0,226.0,0.0,226,96,161.0,65.0,4225.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,161.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,226.0,0,1,1,96,226
192.168.0.101,192.168.0.1,64421,53,17,2024-08-14 11:20:20,3477.0,104400.34512510785,575.2085130859937,287.60425654299684,287.60425654299684,1,1,96,267,96.0,96.0,96.0,0.0,267.0,267.0,267.0,0.0,267,96,181.5,85.5,7310.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,181.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,267.0,0,1,1,96,267
192.168.0.101,13.89.179.13,58155,443,6,2024-08-14 11:20:20,7699288.0,10036.252702847329,14.546799652123676,8.312456944070671,6.2343427080530045,64,48,67376,9896,1494.0,54.0,1052.75,607.4903034205566,1494.0,54.0,206.16666666666666,399.19885047708016,1494,54,689.9285714285714,674.3135492892769,454698.7627551021,1280,960,20,56,69362.95495495496,2042312.0,0.0,277449.1594025438,7504843.0,2042312.0,0.0,119124.49206349206,369531.2386298316,7467003.0,2330061.0,0.0,158872.40425531915,473424.7928037827,0,0,0,0,1,0,0,0,0,0,0,0.75,689.9285714285714,64240,16385,2042312.0,6362.0,496853.28571428574,626549.9296118648,1988253.0,7772.0,340241.90476190473,529867.8469397462,27610.5,21.5,6331.0,5.0,47159.788681514074,0.0,1052.75,206.16666666666666,0,64,48,67376,9896
192.168.0.101,192.168.0.1,57257,53,17,2024-08-14 11:20:21,5665.0,28949.691085613416,353.045013239188,176.522506619594,176.522506619594,1,1,74,90,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,1,1,74,90
192.168.0.101,192.168.0.1,64002,53,17,2024-08-14 11:20:21,5479.0,29932.46942872787,365.0301149844862,182.5150574922431,182.5150574922431,1,1,74,90,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,1,1,74,90
192.168.0.101,192.168.0.1,62721,53,17,2024-08-14 11:20:21,2910.0,63230.24054982818,687.2852233676977,343.6426116838488,343.6426116838488,1,1,84,100,84.0,84.0,84.0,0.0,100.0,100.0,100.0,0.0,100,84,92.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,92.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,100.0,0,1,1,84,100
192.168.0.101,192.168.0.1,52768,53,17,2024-08-14 11:20:21,4085.0,47246.02203182375,489.59608323133415,244.79804161566707,244.79804161566707,1,1,84,109,84.0,84.0,84.0,0.0,109.0,109.0,109.0,0.0,109,84,96.5,12.5,156.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,96.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,109.0,0,1,1,84,109
192.168.0.101,172.217.166.66,53259,443,17,2024-08-14 11:20:21,163949.0,68094.34641260392,134.1880706805165,60.994577582052955,73.19349309846355,10,12,5081,6083,1292.0,73.0,508.1,541.0766027098197,1292.0,63.0,506.9166666666667,517.5426646395659,1292,63,507.45454545454544,528.3701979821558,279175.06611570244,80,96,8,10,7807.0952380952385,41118.0,0.0,11528.702871342102,148815.0,59325.0,55.0,16535.0,18680.52571232643,145457.0,57558.0,0.0,13223.363636363636,20292.551998086423,0,0,0,0,1,0,0,0,0,0,0,1.2,507.45454545454544,0,0,41026.0,144.0,20419.5,15106.967639139233,26628.0,14114.0,19304.8,4802.949485472443,3204.0,4.0,3809.0,6.0,11242105.263157895,762868.0152213098,508.1,506.9166666666667,0,10,12,5081,6083
192.168.0.101,192.168.0.1,55741,53,17,2024-08-14 11:20:22,3056.0,53010.47120418848,654.4502617801047,327.22513089005236,327.22513089005236,1,1,73,89,73.0,73.0,73.0,0.0,89.0,89.0,89.0,0.0,89,73,81.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,81.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,89.0,0,1,1,73,89
192.168.0.101,192.168.0.1,60482,53,17,2024-08-14 11:20:22,2748.0,71324.59970887919,727.802037845706,363.901018922853,363.901018922853,1,1,73,123,73.0,73.0,73.0,0.0,123.0,123.0,123.0,0.0,123,73,98.0,25.0,625.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,98.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,123.0,0,1,1,73,123
192.168.0.101,142.250.182.227,60906,443,17,2024-08-14 11:20:22,171859.0,83917.63015029763,139.64936372258654,75.64340534973437,64.00595837285216,13,11,7287,7135,1292.0,73.0,560.5384615384615,578.1197128336518,1292.0,63.0,648.6363636363636,531.6321819260984,1292,63,600.9166666666666,559.0205658610026,312503.99305555556,104,88,8,13,7472.130434782609,48095.0,0.0,13625.819446612464,154984.0,68943.0,12.0,12915.333333333334,21121.940742323426,150627.0,65399.0,0.0,15062.7,21371.003425436065,0,0,0,0,1,0,0,0,0,0,0,0.8461538461538461,600.9166666666666,0,0,47734.0,12.0,26876.0,19761.55857972746,43814.0,15853.0,24871.0,10299.659508935234,5166.0,6.0,2520.0,4.0,13453125.0,0.0,560.5384615384615,648.6363636363636,0,13,11,7287,7135
192.168.0.101,192.168.0.1,63591,53,17,2024-08-14 11:20:22,2993.0,132976.94620781826,668.2258603407952,334.1129301703976,334.1129301703976,1,1,71,327,71.0,71.0,71.0,0.0,327.0,327.0,327.0,0.0,327,71,199.0,128.0,16384.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,199.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,327.0,0,1,1,71,327
192.168.0.101,192.168.0.1,60894,53,17,2024-08-14 11:20:22,4347.0,45778.69795261099,460.0874166091557,230.04370830457785,230.04370830457785,1,1,71,128,71.0,71.0,71.0,0.0,128.0,128.0,128.0,0.0,128,71,99.5,28.5,812.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,99.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,128.0,0,1,1,71,128
192.168.0.101,142.250.192.118,60843,443,17,2024-08-14 11:20:22,235962.0,79767.08114018358,139.8530271823429,59.33158728947881,80.52143989286411,14,19,5388,13434,1292.0,73.0,384.85714285714283,489.5424769462747,1292.0,64.0,707.0526315789474,547.9908252866447,1292,64,570.3636363636364,547.6528881969064,299923.68595041323,112,152,8,14,7373.8125,46484.0,0.0,12502.969035986762,221719.0,60557.0,57.0,17055.30769230769,20355.656104478356,215194.0,60700.0,0.0,11955.222222222223,19010.360305649585,0,0,0,0,1,0,0,0,0,0,0,1.3571428571428572,570.3636363636364,0,0,46427.0,233.0,23318.2,17582.695793307692,46415.0,13686.0,24355.5,11092.938906499636,3103.0,4.0,3330.6666666666665,5.0,6731019.522776573,502640.9779163942,384.85714285714283,707.0526315789474,0,14,19,5388,13434
192.168.0.101,192.168.0.1,59734,53,17,2024-08-14 11:20:22,35731.0,4925.694774845372,55.9738042596065,27.98690212980325,27.98690212980325,1,1,80,96,80.0,80.0,80.0,0.0,96.0,96.0,96.0,0.0,96,80,88.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,88.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,96.0,0,1,1,80,96
192.168.0.101,216.239.34.157,58156,443,6,2024-08-14 11:20:22,254811.0,42290.16800687568,125.58327544729231,54.94268300819038,70.64059243910192,14,18,2941,7835,1466.0,54.0,210.07142857142858,360.90550094483865,1466.0,54.0,435.27777777777777,590.2631057000067,1466,54,336.75,515.2163380561607,265447.875,280,360,20,7,8219.709677419354,64255.0,0.0,18227.31982703445,254811.0,80617.0,0.0,19600.846153846152,32753.87888208792,239732.0,64255.00000000001,0.0,14101.882352941177,22849.338757023543,0,0,0,0,1,0,0,0,0,0,0,1.2857142857142858,336.75,64240,290,64225.00000000001,14546.0,31487.0,22774.93743862611,64195.0,5275.0,30699.375,23060.56882395521,0.0,0.0,5787.0,5.0,0.0,20967391.304347824,210.07142857142858,435.27777777777777,0,14,18,2941,7835
192.168.0.101,192.168.0.1,58282,53,17,2024-08-14 11:20:22,2668.0,65967.01649175413,749.625187406297,374.8125937031485,374.8125937031485,1,1,80,96,80.0,80.0,80.0,0.0,96.0,96.0,96.0,0.0,96,80,88.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,88.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,96.0,0,1,1,80,96
192.168.0.101,216.239.34.157,58157,443,6,2024-08-14 11:20:22,267203.0,40448.64765739905,119.75913444085582,52.39462131787442,67.36451312298139,14,18,2973,7835,1466.0,54.0,212.35714285714286,362.2253850737642,1466.0,54.0,435.27777777777777,590.2631057000067,1466,54,337.75,515.3769251722471,265613.375,280,360,20,7,8619.451612903225,58754.0,0.0,17067.09022734408,267203.0,80655.0,0.0,20554.076923076922,33090.079999581416,247298.0,58754.0,0.0,14546.941176470587,20997.194987652067,0,0,0,0,1,0,0,0,0,0,0,1.2857142857142858,337.75,64240,290,58259.0,9411.0,31071.166666666668,19603.26218954953,58754.0,14744.0,34384.57142857143,18363.15497213407,0.0,0.0,5787.0,5.0,0.0,26304545.454545453,212.35714285714286,435.27777777777777,0,14,18,2973,7835
192.168.0.101,192.168.0.1,56670,53,17,2024-08-14 11:20:22,2820.0,81205.67375886525,709.2198581560284,354.6099290780142,354.6099290780142,1,1,81,148,81.0,81.0,81.0,0.0,148.0,148.0,148.0,0.0,148,81,114.5,33.5,1122.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,114.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,148.0,0,1,1,81,148
192.168.0.101,192.168.0.1,61722,53,17,2024-08-14 11:20:22,2686.0,103871.92851824274,744.6016381236038,372.3008190618019,372.3008190618019,1,1,81,198,81.0,81.0,81.0,0.0,198.0,198.0,198.0,0.0,198,81,139.5,58.5,3422.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,198.0,0,1,1,81,198
192.168.0.101,13.126.70.76,58158,443,6,2024-08-14 11:20:22,138828.0,98575.21537442014,223.29789379664044,93.64105223730083,129.6568415593396,13,18,5599,8086,1494.0,54.0,430.6923076923077,590.7911754738315,1494.0,54.0,449.22222222222223,568.460059728186,1494,54,441.4516129032258,578.0021117669693,334086.441207076,260,360,20,7,4627.6,42184.0,0.0,9863.939093485928,138828.0,64365.00000000001,0.0,11569.0,19151.05038459597,77704.0,29362.0,0.0,4570.823529411765,8225.808240176295,0,0,0,0,1,0,0,0,0,0,0,1.3846153846153846,441.4516129032258,64240,17,28919.0,10121.0,18561.25,6781.169160808481,36154.0,16151.0,23285.8,7954.954365676776,0.0,0.0,6553.0,10.0,0.0,2428836.174944403,430.6923076923077,449.22222222222223,0,13,18,5599,8086
192.168.0.101,13.126.70.76,58159,443,6,2024-08-14 11:20:22,127790.99999999999,90006.33847454046,195.63193026112953,70.42749489400663,125.2044353671229,9,16,3802,7700,1494.0,54.0,422.44444444444446,580.7443712093627,1494.0,54.0,481.25,593.2068041585497,1494,54,460.08,589.4269705400322,347424.1536,180,320,20,5,5324.625,49920.0,0.0,11847.472894435125,127791.0,80722.0,0.0,15973.875,26198.358037468206,55305.0,26347.0,0.0,3687.0,7950.309075752967,0,0,0,0,1,0,0,0,0,0,0,1.7777777777777777,460.08,64240,12,22566.0,19484.0,21023.0,1258.2244102967747,45650.0,19484.0,28247.25,10255.219436340696,0.0,0.0,6553.0,10.0,0.0,0.0,422.44444444444446,481.25,0,9,16,3802,7700
192.168.0.101,13.126.70.76,58160,443,6,2024-08-14 11:20:22,127661.0,91617.64360297976,219.33088413846045,86.1657044829666,133.16517965549386,11,17,3930,7766,1494.0,54.0,357.27272727272725,542.0771650720606,1494.0,54.0,456.8235294117647,584.0579378285038,1494,54,417.7142857142857,570.0129608265097,324914.7755102041,220,340,20,5,4728.185185185185,48884.0,0.0,11213.88588623097,127661.0,80605.0,0.0,12766.1,24158.77560411537,56302.0,27092.0,0.0,3518.875,7729.689417070715,0,0,0,0,1,0,0,0,0,0,0,1.5454545454545454,417.7142857142857,64240,9,22704.0,19592.0,21590.333333333332,1416.1243667920633,45134.0,19592.0,28413.75,9956.146402474202,0.0,0.0,6553.0,10.0,0.0,2441505.21609538,357.27272727272725,456.8235294117647,0,11,17,3930,7766
192.168.0.101,13.126.70.76,58161,443,6,2024-08-14 11:20:22,145121.0,94886.33622976688,213.61484554268506,96.47122056766422,117.14362497502084,14,17,5745,8025,1494.0,54.0,410.35714285714283,573.9881291882085,1494.0,54.0,472.05882352941177,576.6686754503619,1494,54,444.19354838709677,576.2782940701837,332096.67221644113,280,340,20,7,4837.366666666667,46492.0,0.0,10534.713897343812,145121.0,70498.0,0.0,11163.153846153846,20078.953960059214,80084.0,30573.0,0.0,5005.25,8646.551252522591,0,0,0,0,1,0,0,0,0,0,0,1.2142857142857142,444.19354838709677,64240,13,30087.0,5013.0,15790.2,8627.788393325372,39070.0,5013.0,20907.166666666668,10906.723819379595,0.0,0.0,6553.0,10.0,0.0,2128288.4053264046,410.35714285714283,472.05882352941177,0,14,17,5745,8025
192.168.0.101,13.126.70.76,58162,443,6,2024-08-14 11:20:22,127426.00000000001,92555.67937469589,196.1922998446157,78.47691993784628,117.71537990676941,10,15,4140,7654,1494.0,54.0,414.0,554.1893178328143,1494.0,54.0,510.26666666666665,601.8139764264555,1494,54,471.76,585.1346019506965,342382.5024,200,300,20,5,5309.416666666667,49414.0,0.0,11899.20771493025,127426.0,80640.0,0.0,14158.444444444445,25125.955022694547,55772.0,25849.0,0.0,3983.714285714286,8535.184887348632,0,0,0,0,1,0,0,0,0,0,0,1.5,471.76,64240,16,22240.0,20509.0,21509.0,731.8292150495223,44677.0,21778.0,28485.25,9442.667244348919,0.0,0.0,6553.0,10.0,0.0,13158634.53815261,414.0,510.26666666666665,0,10,15,4140,7654
192.168.0.101,13.126.70.76,58163,443,6,2024-08-14 11:20:22,116689.0,99083.88965540883,222.8144897976673,94.26766876055154,128.54682103711576,11,15,3914,7648,1494.0,54.0,355.8181818181818,544.009829152816,1494.0,54.0,509.8666666666667,601.9336471369212,1494,54,444.6923076923077,583.1240644633122,340033.6745562131,220,300,20,5,4667.56,40114.0,0.0,10300.775000280319,116689.0,70101.0,0.0,11668.9,21049.669909288365,54433.0,27590.0,0.0,3888.0714285714284,8438.850467284254,0,0,0,0,1,0,0,0,0,0,0,1.3636363636363635,444.6923076923077,64240,12,23191.0,19294.0,21542.333333333332,1646.4815685441351,36716.0,19294.0,26185.25,6612.429711346655,0.0,0.0,6553.0,10.0,0.0,2437872.023809524,355.8181818181818,509.8666666666667,0,11,15,3914,7648
192.168.0.101,192.168.0.1,64180,53,17,2024-08-14 11:20:22,3586.0,122699.38650306748,557.7244841048522,278.8622420524261,278.8622420524261,1,1,75,365,75.0,75.0,75.0,0.0,365.0,365.0,365.0,0.0,365,75,220.0,145.0,21025.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,220.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,365.0,0,1,1,75,365
192.168.0.101,192.168.0.1,64240,53,17,2024-08-14 11:20:22,3447.0,57731.360603423265,580.2146794313896,290.1073397156948,290.1073397156948,1,1,75,124,75.0,75.0,75.0,0.0,124.0,124.0,124.0,0.0,124,75,99.5,24.5,600.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,99.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,124.0,0,1,1,75,124
